id,target
414,0.13049971648514258
415,0.5132494292124546
416,0.9480577824413129
417,0.4950573061684918
418,0.36388584658074036
419,0.7487484810028874
420,0.49589000355141644
421,0.6789537746343358
422,0.3073190020777864
423,0.159543625714876
424,0.1660569480780247
425,0.13028629932159091
426,0.922535597899947
427,0.4807485797294902
428,0.2731751595960608
429,0.3418073478288945
430,0.6918075613888147
431,0.1747088246032212
432,0.30142619301211315
433,0.09003287475967316
434,0.2188500087839339
435,0.12968891045942282
436,0.18384193809218471
437,0.7547037238098642
438,0.8404077492841623
439,0.23992589735007616
440,0.33203283237786924
441,0.05677824349751825
442,0.23642406706889416
443,0.9529816161291357
444,0.8379487303083242
445,0.628441842385521
446,0.703892555961391
447,0.6622723489067719
448,0.7259222836235906
449,0.37363801182918754
450,0.7249268400039026
451,0.592276698707871
452,0.04778064918468275
453,0.8108460498220996
454,0.6683916101069514
455,0.8641499557940353
456,0.9534616611064988
457,0.32278887179523535
458,0.9123689169376681
459,0.6504723883582484
460,0.8514073118834251
461,0.4994532238173519
462,0.46074943075210406
463,0.13514770460326972
464,0.8438411338957865
465,0.9011392713886174
466,0.37107577788388274
467,0.05959903950855896
468,0.25291038342115557
469,0.3374499218008891
470,0.8168182852906964
471,0.17183971132375914
472,0.6574679566548538
473,0.6965163974300765
474,0.8340379218906268
475,0.08085035842928484
476,0.29344147817298927
477,0.05866200075688934
478,0.14121191061008964
479,0.7830060392810878
480,0.0540549928766341
481,0.8865061715150427
482,0.16275143362531244
483,0.19852031799880632
484,0.08401265221430594
485,0.49014931636955644
486,0.16588373017060473
487,0.6270803402414907
488,0.46988704969144685
489,0.10827587060377455
490,0.5841540216281927
491,0.3861900172447342
492,0.5363702946586755
493,0.4036318236020818
494,0.21308123910424537
495,0.0865225257385601
496,0.29423025267418335
497,0.24668319362987207
498,0.9319254400975143
499,0.40499758638879274
500,0.1447336515288791
501,0.07104753346679342
502,0.13103865617255483
503,0.8623352573161583
504,0.7290382030368971
505,0.7783904118059198
506,0.05425159155007837
507,0.09869144689937613
508,0.6432995302547175
509,0.8888982492296534
510,0.03198059832786043
511,0.38496327489605753
512,0.10115260758898177
513,0.8367193873161204
514,0.10536380196929009
515,0.6840115289541414
516,0.7696914128385817
517,0.519921939301478
518,0.7281333260921049
519,0.5621604151197257
520,0.17096046228187925
521,0.8284854947239528
522,0.8414137806930514
523,0.878733686117167
524,0.47633214153780284
525,0.30669606330867466
526,0.7506525113566592
527,0.2137085900744131
528,0.19058186443543504
529,0.1479030001392775
530,0.4106859906087113
531,0.36255563561105525
532,0.11068420465087635
533,0.8700583611869573
534,0.10198613743545913
535,0.2586906533265663
536,0.03774512229740997
537,0.029491202887882362
538,0.03960314964109177
539,0.21802173639476943
540,0.7505594165134583
541,0.8799154287301373
542,0.520256771593625
543,0.034962117545745436
544,0.8247812951706672
545,0.041311163918038483
546,0.07307182975683123
547,0.15895228790545324
548,0.6592426232965012
549,0.9131299310312954
550,0.4627312106464403
551,0.6163891521392615
552,0.16171348641991148
553,0.5095309293767681
554,0.061126614362223455
555,0.09787975564075486
556,0.0400119982952444
557,0.6525752342605494
558,0.8449314816558284
559,0.5667396773715776
560,0.05773810439558514
561,0.7987063157107939
562,0.7755371423334628
563,0.6045805598448631
564,0.6160342281319638
565,0.8153686966662459
566,0.18172127174300637
567,0.30567093504727944
568,0.8360342900239071
569,0.8526476612900531
570,0.9315284222166125
571,0.2901780975364562
572,0.33934744891597574
573,0.8305615114702206
574,0.647744925849502
575,0.4910875042217935
576,0.6468103602432547
577,0.24334325334836646
578,0.6036398750669139
579,0.04295415623465587
580,0.7642436533339992
581,0.03701978630453628
582,0.8686458586648531
583,0.37868786210739874
584,0.3277633127654416
585,0.04420332503275219
586,0.8913235745236192
587,0.9254603964111673
588,0.1520966634678263
589,0.04308013141608283
590,0.23087277046365987
591,0.7255805401513217
592,0.8479985076980869
593,0.43990690912388314
594,0.9112853855951827
595,0.8528343924059759
596,0.10974977956859984
597,0.03746933798316028
598,0.29840398115268824
599,0.07965746401399046
600,0.06769867506687124
601,0.14622544857962222
602,0.7591676927564217
603,0.34638458205948863
604,0.06314949353750833
605,0.8870281281215019
606,0.8206358427267256
607,0.6240888533890512
608,0.7135580317780174
609,0.14234864050105772
610,0.5797794380746311
611,0.18965823049358743
612,0.5094706305801576
613,0.8649008549736228
614,0.29450282144026035
615,0.686980980354303
616,0.10484657653650782
617,0.13343749993918397
618,0.3365923520912877
619,0.09395506099990224
620,0.7566542923310153
621,0.9370486893459142
622,0.13069394731280617
623,0.7883240676533235
624,0.06216246494076822
625,0.8710254968619886
626,0.7678659561893332
627,0.2449012289282967
628,0.5900815483777869
629,0.4539862609844452
630,0.4123266723496735
631,0.8028378218425621
632,0.08279168364934096
633,0.09408570935713174
634,0.8745312833169058
635,0.6394494779601306
636,0.553383575570837
637,0.693045877648085
638,0.0733732968394898
639,0.05435836344561427
640,0.09774053497303475
641,0.07592550971712222
642,0.7189641002713353
643,0.12406215914254211
644,0.14799323290725944
645,0.18350079533132338
646,0.7210036427677576
647,0.8810369740068555
648,0.7962560701312296
649,0.6645213363565786
650,0.5188968099510013
651,0.1320802288916188
652,0.7533352064828361
653,0.752926991566838
654,0.29795630995589
655,0.23197525103536212
656,0.8204237982112272
657,0.14240752298913012
658,0.10349565714704383
659,0.054255536882500704
660,0.9217919221365621
661,0.8555158748641043
662,0.5908403088711776
663,0.7945420694622927
664,0.8219554260748356
665,0.05229542876954836
666,0.5050058849588082
667,0.07743873702145049
668,0.1510393091657597
669,0.9236688880985054
670,0.645013571714297
671,0.8805591855158699
672,0.7153137666707753
673,0.16713725717775216
674,0.4112836676964328
675,0.4018966350703498
676,0.49214522471389693
677,0.7770101878842157
678,0.05189659706311694
679,0.0862938951829306
680,0.9278674292904252
681,0.769702462418266
682,0.03462428078004373
683,0.5287020728512951
684,0.7127483408205645
685,0.7895086653861497
686,0.06038270109122986
687,0.6785238561708732
688,0.13327561273967972
689,0.5161675866585974
