id,target
414,0.04236421
415,0.8883722
416,0.97168565
417,0.5538796
418,0.28120163
419,0.7511034
420,0.16572653
421,0.5955136
422,0.57046455
423,0.0075654495
424,0.02735712
425,0.010837719
426,0.9950694
427,0.9416867
428,0.5204511
429,0.14596245
430,0.2292169
431,0.039992563
432,0.028548833
433,0.0034633034
434,0.011261879
435,0.005521082
436,0.04715797
437,0.2946474
438,0.97641534
439,0.060194977
440,0.090922885
441,0.0020671121
442,0.12721552
443,0.99611306
444,0.99201524
445,0.3117791
446,0.79708993
447,0.5955136
448,0.9070255
449,0.72606
450,0.4602874
451,0.44747004
452,0.00019829857
453,0.9969008
454,0.21315683
455,0.99406475
456,0.9995578
457,0.063095115
458,0.99956125
459,0.94141793
460,0.9227686
461,0.8029172
462,0.19781882
463,0.010280138
464,0.98299336
465,0.99806637
466,0.20981117
467,0.0066079795
468,0.023626922
469,0.75071985
470,0.9272491
471,0.06856534
472,0.4000603
473,0.84555346
474,0.9289914
475,0.030395217
476,0.11063219
477,0.0029891874
478,0.030255252
479,0.97822714
480,0.0009012372
481,0.9948978
482,0.004821785
483,0.20722224
484,0.0037692203
485,0.75784856
486,0.032564767
487,0.13264182
488,0.48236617
489,0.0023566352
490,0.6070236
491,0.061637968
492,0.82703054
493,0.5641298
494,0.016294932
495,0.016260084
496,0.26604775
497,0.07943089
498,0.9988016
499,0.024263743
500,0.0006384982
501,0.15599081
502,0.04656885
503,0.96617013
504,0.30544686
505,0.99354243
506,0.0036493244
507,0.01220696
508,0.98265725
509,0.9997676
510,0.0050473055
511,0.03611052
512,0.044567212
513,0.9943634
514,0.0092220185
515,0.75608337
516,0.89352
517,0.89420617
518,0.8526249
519,0.90417105
520,0.24712655
521,0.75865346
522,0.91212964
523,0.9801411
524,0.4634168
525,0.02768757
526,0.86139506
527,0.011601665
528,0.0075347046
529,0.013420545
530,0.1782985
531,0.2894774
532,0.0015688654
533,0.9886828
534,0.0028154748
535,0.11440257
536,0.00091944373
537,0.00046452292
538,0.0008621969
539,0.31579632
540,0.95718616
541,0.99787986
542,0.6807516
543,0.00032781673
544,0.652279
545,0.00020882515
546,0.0035445492
547,0.061382692
548,0.3544706
549,0.99904114
550,0.7603031
551,0.9662343
552,0.0038877954
553,0.2356693
554,0.0046190973
555,0.0030115172
556,0.0045155594
557,0.6359861
558,0.98382634
559,0.60973257
560,0.0024392365
561,0.965496
562,0.9074459
563,0.3752793
564,0.94266295
565,0.5005537
566,0.009938154
567,0.6405138
568,0.43856883
569,0.88758785
570,0.99850285
571,0.41930196
572,0.04379511
573,0.98453575
574,0.8926916
575,0.93575954
576,0.4072288
577,0.3648067
578,0.9294471
579,0.00039029456
580,0.56988484
581,0.001143564
582,0.87168306
583,0.35638037
584,0.4164248
585,0.0005942678
586,0.9980837
587,0.99471766
588,0.029907556
589,0.00021895969
590,0.047055654
591,0.9686159
592,0.9447288
593,0.18675856
594,0.9973084
595,0.99562526
596,0.009809354
597,0.003997976
598,0.32538563
599,0.013380695
600,0.010318137
601,0.019148462
602,0.76411533
603,0.26167968
604,0.004201232
605,0.98211145
606,0.9899295
607,0.8300105
608,0.69730854
609,0.10489531
610,0.28278735
611,0.00520834
612,0.4144077
613,0.9817405
614,0.5572025
615,0.9453246
616,0.013109391
617,0.0056399587
618,0.7335838
619,0.11907815
620,0.92348266
621,0.9954875
622,0.04023877
623,0.97506464
624,0.0043051667
625,0.8986427
626,0.9565956
627,0.21794687
628,0.52018374
629,0.08617404
630,0.48857978
631,0.97601163
632,0.048149947
633,0.0010931419
634,0.9923706
635,0.71610737
636,0.44592133
637,0.6793774
638,0.037474196
639,0.00015532339
640,0.017569788
641,0.003986579
642,0.8005619
643,0.2143629
644,0.11405368
645,0.074513644
646,0.7193727
647,0.98052055
648,0.9437851
649,0.5977088
650,0.4798898
651,0.13757265
652,0.79167086
653,0.9765232
654,0.065187655
655,0.026176602
656,0.92226976
657,0.041440256
658,0.06116206
659,0.0041393247
660,0.9960598
661,0.9397813
662,0.8853984
663,0.56201345
664,0.95860505
665,0.0005865596
666,0.21439792
667,0.0036223189
668,0.22362801
669,0.99977523
670,0.4812495
671,0.9785538
672,0.846754
673,0.0994791
674,0.20294456
675,0.1980235
676,0.42348439
677,0.97169906
678,0.0009432332
679,0.012086412
680,0.9568205
681,0.65517867
682,0.00029156456
683,0.6390214
684,0.9027677
685,0.9411885
686,0.020009069
687,0.94137174
688,0.0020586555
689,0.7372668
